Entry,Name,Position,Pathways
1021,['(RefSeq) cyclin dependent kinase 6'],7q21.2,"[('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05212', 'Pancreatic cancer'), ('hsa05214', 'Glioma'), ('hsa05218', 'Melanoma'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma')]"
890,['(RefSeq) cyclin A2'],4q27,"[('hsa04110', 'Cell cycle'), ('hsa04152', 'AMPK signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa05161', 'Hepatitis B'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05221', 'Acute myeloid leukemia')]"
8900,['(RefSeq) cyclin A1'],13q13.3,"[('hsa04110', 'Cell cycle'), ('hsa04152', 'AMPK signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa05161', 'Hepatitis B'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05221', 'Acute myeloid leukemia')]"
1017,['(RefSeq) cyclin dependent kinase 2'],12q13.2,"[('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
4193,['(RefSeq) MDM2 proto-oncogene'],12q15,"[('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04120', 'Ubiquitin mediated proteolysis'), ('hsa04144', 'Endocytosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05131', 'Shigellosis'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia')]"
28973,['(RefSeq) mitochondrial ribosomal protein S18B'],6p21.33,"[('hsa05203', 'Viral carcinogenesis')]"
898,['(RefSeq) cyclin E1'],19q12,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
9134,['(RefSeq) cyclin E2'],8q22.1,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
1017,['(RefSeq) cyclin dependent kinase 2'],12q13.2,"[('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
890,['(RefSeq) cyclin A2'],4q27,"[('hsa04110', 'Cell cycle'), ('hsa04152', 'AMPK signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa05161', 'Hepatitis B'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05221', 'Acute myeloid leukemia')]"
8900,['(RefSeq) cyclin A1'],13q13.3,"[('hsa04110', 'Cell cycle'), ('hsa04152', 'AMPK signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa05161', 'Hepatitis B'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05221', 'Acute myeloid leukemia')]"
1017,['(RefSeq) cyclin dependent kinase 2'],12q13.2,"[('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
23352,['(RefSeq) ubiquitin protein ligase E3 component n-recognin 4'],1p36.13,"[('hsa05165', 'Human papillomavirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
3661,['(RefSeq) interferon regulatory factor 3'],19q13.33,"[('hsa04620', 'Toll-like receptor signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04622', 'RIG-I-like receptor signaling pathway'), ('hsa04623', 'Cytosolic DNA-sensing pathway'), ('hsa04936', 'Alcoholic liver disease'), ('hsa05131', 'Shigellosis'), ('hsa05133', 'Pertussis'), ('hsa05135', 'Yersinia infection'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05171', 'Coronavirus disease - COVID-19'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05417', 'Lipid and atherosclerosis')]"
1234,['(RefSeq) C-C motif chemokine receptor 5'],3p21.31,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04144', 'Endocytosis'), ('hsa05145', 'Toxoplasmosis'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05203', 'Viral carcinogenesis')]"
1237,['(RefSeq) C-C motif chemokine receptor 8'],3p22.1,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
1232,['(RefSeq) C-C motif chemokine receptor 3'],3p21.31,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
1233,['(RefSeq) C-C motif chemokine receptor 4'],3p22.3,"[('hsa04060', 'Cytokine-cytokine receptor interaction'), ('hsa04061', 'Viral protein interaction with cytokine and cytokine receptor'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05203', 'Viral carcinogenesis')]"
3249,['(RefSeq) hepsin'],19q13.11,"[('hsa05203', 'Viral carcinogenesis')]"
898,['(RefSeq) cyclin E1'],19q12,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
9134,['(RefSeq) cyclin E2'],8q22.1,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04934', 'Cushing syndrome'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
836,['(RefSeq) caspase 3'],4q35.1,"[('hsa01524', 'Platinum drug resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04115', 'p53 signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04215', 'Apoptosis - multiple species'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04657', 'IL-17 signaling pathway'), ('hsa04668', 'TNF signaling pathway'), ('hsa04726', 'Serotonergic synapse'), ('hsa04932', 'Non-alcoholic fatty liver disease'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04936', 'Alcoholic liver disease'), ('hsa05010', 'Alzheimer disease'), ('hsa05012', 'Parkinson disease'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05016', 'Huntington disease'), ('hsa05020', 'Prion disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05120', 'Epithelial cell signaling in Helicobacter pylori infection'), ('hsa05130', 'Pathogenic Escherichia coli infection'), ('hsa05132', 'Salmonella infection'), ('hsa05133', 'Pertussis'), ('hsa05134', 'Legionellosis'), ('hsa05145', 'Toxoplasmosis'), ('hsa05146', 'Amoebiasis'), ('hsa05152', 'Tuberculosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05210', 'Colorectal cancer'), ('hsa05222', 'Small cell lung cancer'), ('hsa05416', 'Viral myocarditis'), ('hsa05417', 'Lipid and atherosclerosis')]"
7419,['(RefSeq) voltage dependent anion channel 3'],8p11.21,"[('hsa04020', 'Calcium signaling pathway'), ('hsa04022', 'cGMP-PKG signaling pathway'), ('hsa04216', 'Ferroptosis'), ('hsa04217', 'Necroptosis'), ('hsa04218', 'Cellular senescence'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04979', 'Cholesterol metabolism'), ('hsa05010', 'Alzheimer disease'), ('hsa05012', 'Parkinson disease'), ('hsa05016', 'Huntington disease'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05020', 'Prion disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05161', 'Hepatitis B'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05415', 'Diabetic cardiomyopathy')]"
3265,"['(RefSeq) HRas proto-oncogene, GTPase']",11p15.5,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04140', 'Autophagy - animal'), ('hsa04144', 'Endocytosis'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04218', 'Cellular senescence'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04510', 'Focal adhesion'), ('hsa04540', 'Gap junction'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04714', 'Thermogenesis'), ('hsa04720', 'Long-term potentiation'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04730', 'Long-term depression'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04929', 'GnRH secretion'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05010', 'Alzheimer disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05034', 'Alcoholism'), ('hsa05132', 'Salmonella infection'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
3845,"['(RefSeq) KRAS proto-oncogene, GTPase']",12p12.1,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04140', 'Autophagy - animal'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04218', 'Cellular senescence'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04540', 'Gap junction'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04714', 'Thermogenesis'), ('hsa04720', 'Long-term potentiation'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04730', 'Long-term depression'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04914', 'Progesterone-mediated oocyte maturation'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04929', 'GnRH secretion'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa04960', 'Aldosterone-regulated sodium reabsorption'), ('hsa05010', 'Alzheimer disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05034', 'Alcoholism'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
4893,"['(RefSeq) NRAS proto-oncogene, GTPase']",1p13.2,"[('hsa01521', 'EGFR tyrosine kinase inhibitor resistance'), ('hsa01522', 'Endocrine resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04014', 'Ras signaling pathway'), ('hsa04015', 'Rap1 signaling pathway'), ('hsa04062', 'Chemokine signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04072', 'Phospholipase D signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04140', 'Autophagy - animal'), ('hsa04150', 'mTOR signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04218', 'Cellular senescence'), ('hsa04360', 'Axon guidance'), ('hsa04370', 'VEGF signaling pathway'), ('hsa04371', 'Apelin signaling pathway'), ('hsa04540', 'Gap junction'), ('hsa04550', 'Signaling pathways regulating pluripotency of stem cells'), ('hsa04625', 'C-type lectin receptor signaling pathway'), ('hsa04650', 'Natural killer cell mediated cytotoxicity'), ('hsa04660', 'T cell receptor signaling pathway'), ('hsa04662', 'B cell receptor signaling pathway'), ('hsa04664', 'Fc epsilon RI signaling pathway'), ('hsa04714', 'Thermogenesis'), ('hsa04720', 'Long-term potentiation'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04725', 'Cholinergic synapse'), ('hsa04726', 'Serotonergic synapse'), ('hsa04730', 'Long-term depression'), ('hsa04810', 'Regulation of actin cytoskeleton'), ('hsa04910', 'Insulin signaling pathway'), ('hsa04912', 'GnRH signaling pathway'), ('hsa04915', 'Estrogen signaling pathway'), ('hsa04916', 'Melanogenesis'), ('hsa04917', 'Prolactin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04926', 'Relaxin signaling pathway'), ('hsa04929', 'GnRH secretion'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05010', 'Alzheimer disease'), ('hsa05022', 'Pathways of neurodegeneration - multiple diseases'), ('hsa05034', 'Alcoholism'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05170', 'Human immunodeficiency virus 1 infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05207', 'Chemical carcinogenesis - receptor activation'), ('hsa05208', 'Chemical carcinogenesis - reactive oxygen species'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05221', 'Acute myeloid leukemia'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05231', 'Choline metabolism in cancer'), ('hsa05235', 'PD-L1 expression and PD-1 checkpoint pathway in cancer'), ('hsa05417', 'Lipid and atherosclerosis')]"
